user_id,age,gender,occupation,device_type,daily_phone_hours,social_media_hours,work_productivity_score,sleep_hours,stress_level,app_usage_count,caffeine_intake_cups,weekend_screen_time_hours
U20496,32,Female,Freelancer,iOS,4,6,4,6,7,19,3,5
U20497,58,Other,Student,iOS,12,1,1,7,4,15,3,10
U20498,40,Female,Business Owner,iOS,9,6,9,5,9,12,6,8
U20499,38,Female,Business Owner,Android,6,2,7,4,10,50,0,12
U20500,28,Other,Professional,iOS,2,6,9,8,9,59,6,10
U20501,23,Female,Business Owner,Android,10,4,5,8,10,54,6,14
U20502,43,Other,Freelancer,Android,2,4,4,8,8,18,6,3
U20503,60,Female,Professional,Android,8,4,7,8,5,20,1,10
U20504,41,Female,Student,Android,7,2,7,8,1,10,6,9
U20505,18,Female,Business Owner,iOS,10,4,6,9,8,17,0,7
U20506,39,Female,Student,Android,10,2,1,8,8,40,4,9
U20507,52,Male,Professional,Android,2,6,1,8,5,5,0,11
U20508,46,Other,Student,iOS,10,3,4,8,10,58,0,3
U20509,24,Other,Student,Android,2,6,9,6,7,35,2,10
U20510,34,Other,Professional,Android,4,3,1,5,10,29,1,8
U20511,43,Other,Business Owner,iOS,3,7,4,5,5,23,0,7
U20512,54,Male,Student,iOS,11,1,2,4,10,38,2,7
U20513,27,Male,Professional,Android,1,6,9,9,6,22,3,11
U20514,22,Female,Business Owner,iOS,6,4,6,5,4,16,5,2
U20515,51,Female,Student,iOS,10,2,6,6,3,29,4,12
U20516,59,Male,Professional,iOS,6,4,4,5,1,41,4,8
U20517,29,Other,Business Owner,Android,8,2,4,7,9,53,3,11
U20518,22,Female,Student,Android,1,8,2,5,10,39,6,8
U20519,54,Other,Freelancer,iOS,4,7,6,6,3,22,6,9
U20520,26,Male,Professional,Android,2,6,10,9,3,19,3,12
U20521,38,Male,Freelancer,Android,4,8,1,7,8,10,3,6
U20522,54,Other,Business Owner,Android,1,6,1,8,7,10,2,12
U20523,43,Other,Student,iOS,3,5,3,7,10,38,3,11
U20524,47,Male,Professional,iOS,9,8,3,8,9,5,5,6
U20525,56,Female,Freelancer,Android,10,6,1,4,9,16,4,12
U20526,20,Male,Student,iOS,4,4,2,5,6,26,6,3
U20527,53,Male,Professional,iOS,4,7,1,5,7,50,0,4
U20528,55,Other,Business Owner,iOS,5,1,2,4,5,18,4,7
U20529,52,Male,Freelancer,iOS,6,7,2,6,1,54,6,9
U20530,35,Female,Business Owner,Android,9,4,8,4,8,15,5,11
U20531,33,Female,Student,iOS,4,3,8,6,5,16,6,13
U20532,45,Female,Professional,Android,9,5,1,8,9,37,1,9
U20533,57,Other,Freelancer,iOS,4,1,4,7,10,28,4,8
U20534,56,Male,Freelancer,Android,9,8,2,9,1,39,6,5
U20535,52,Other,Freelancer,iOS,5,7,3,7,5,47,4,14
U20536,36,Other,Professional,Android,9,6,3,7,2,31,5,6
U20537,52,Male,Professional,Android,3,1,2,5,9,31,1,10
U20538,19,Female,Freelancer,iOS,2,6,9,6,9,38,3,4
U20539,28,Female,Business Owner,iOS,12,8,5,6,6,40,0,13
U20540,26,Other,Business Owner,Android,8,1,7,9,3,25,0,4
U20541,20,Other,Freelancer,iOS,1,5,2,8,10,11,0,13
U20542,39,Female,Student,iOS,2,2,2,8,9,35,5,5
U20543,20,Female,Student,iOS,10,2,10,4,6,5,0,8
U20544,56,Female,Business Owner,iOS,4,5,1,8,7,12,5,4
U20545,32,Male,Freelancer,iOS,10,2,9,5,2,26,6,2
U20546,60,Female,Freelancer,iOS,6,4,8,5,9,48,3,8
U20547,52,Male,Student,Android,9,6,2,8,6,38,1,6
U20548,45,Other,Freelancer,iOS,4,4,7,7,6,17,1,14
U20549,56,Other,Professional,Android,5,3,2,7,10,19,4,4
U20550,34,Female,Professional,iOS,4,7,6,5,5,45,3,13
U20551,50,Female,Professional,Android,2,4,9,9,8,50,2,3
U20552,36,Female,Freelancer,iOS,5,7,9,7,3,18,4,9
U20553,59,Male,Business Owner,Android,10,4,4,9,8,46,4,8
U20554,26,Other,Student,Android,8,5,4,7,5,39,2,7
U20555,37,Other,Student,Android,9,1,3,8,3,27,5,5
U20556,56,Female,Freelancer,Android,9,2,6,8,2,36,3,8
U20557,39,Male,Business Owner,Android,10,7,6,8,7,45,2,3
U20558,57,Male,Freelancer,iOS,6,4,7,7,1,54,3,4
U20559,50,Female,Student,Android,1,2,3,5,2,55,3,5
U20560,53,Male,Business Owner,iOS,2,2,3,6,3,44,4,4
U20561,58,Male,Professional,Android,8,1,8,5,8,57,2,12
U20562,22,Male,Professional,Android,10,3,4,5,9,21,6,8
U20563,59,Male,Student,iOS,4,4,5,6,10,19,6,5
U20564,23,Male,Freelancer,Android,8,1,7,5,9,53,4,8
U20565,36,Male,Freelancer,iOS,11,3,6,4,10,10,1,13
U20566,40,Other,Freelancer,iOS,5,1,5,8,6,27,6,4
U20567,46,Female,Student,iOS,3,8,10,5,4,23,0,11
U20568,58,Other,Business Owner,Android,1,7,8,4,8,7,2,12
U20569,52,Female,Freelancer,iOS,10,5,1,4,9,28,5,12
U20570,50,Other,Student,iOS,10,2,3,8,4,11,6,12
U20571,47,Other,Professional,iOS,11,2,7,7,1,16,3,12
U20572,20,Other,Business Owner,Android,7,1,10,5,9,48,5,9
U20573,59,Male,Student,Android,7,2,9,5,4,8,2,7
U20574,46,Other,Student,iOS,10,5,7,7,1,35,5,9
U20575,23,Other,Freelancer,iOS,7,4,1,6,10,44,5,4
U20576,40,Other,Professional,Android,2,7,7,6,2,5,4,2
U20577,29,Male,Business Owner,iOS,5,6,2,5,10,11,3,9
U20578,33,Male,Student,Android,2,2,2,6,1,16,0,9
U20579,52,Other,Freelancer,iOS,10,3,3,5,10,45,5,4
U20580,43,Other,Business Owner,Android,2,6,10,8,4,13,6,13
U20581,46,Male,Student,Android,6,2,4,7,5,24,6,3
U20582,42,Other,Student,iOS,8,3,10,4,3,9,3,4
U20583,48,Other,Business Owner,Android,8,2,1,4,1,45,3,10
U20584,30,Female,Freelancer,Android,5,2,7,5,4,55,2,5
U20585,52,Female,Business Owner,iOS,1,8,3,7,3,8,6,2
U20586,60,Female,Professional,Android,10,2,4,7,4,41,1,2
U20587,29,Female,Freelancer,Android,6,5,1,7,8,15,6,5
U20588,19,Other,Student,iOS,11,7,6,6,5,43,0,5
U20589,57,Male,Freelancer,Android,12,5,4,7,7,46,3,14
U20590,46,Male,Business Owner,iOS,11,2,9,5,7,44,1,6
U20591,35,Other,Freelancer,iOS,2,5,9,7,5,21,0,8
U20592,42,Other,Professional,Android,12,7,7,5,8,51,3,3
U20593,22,Other,Business Owner,Android,12,3,9,8,3,15,0,8
U20594,57,Male,Business Owner,Android,1,5,2,5,8,37,2,8
U20595,22,Female,Professional,iOS,6,7,8,4,7,43,2,4
U20596,58,Other,Student,iOS,7,7,5,6,9,9,3,12
U20597,60,Male,Business Owner,iOS,7,7,8,6,3,48,3,6
U20598,47,Female,Business Owner,iOS,9,4,10,7,7,10,5,3
U20599,49,Other,Business Owner,Android,1,8,9,4,10,54,0,8
U20600,57,Other,Student,Android,11,1,5,6,1,54,4,8
U20601,52,Other,Student,Android,10,7,8,7,1,29,3,14
U20602,49,Other,Professional,Android,7,1,1,8,8,54,2,6
U20603,42,Male,Student,Android,11,4,3,6,3,26,4,4
U20604,52,Other,Business Owner,Android,10,2,10,6,6,11,6,3
U20605,27,Other,Student,Android,2,8,8,9,6,8,0,10
U20606,57,Other,Professional,iOS,3,7,5,5,2,37,5,12
U20607,54,Other,Student,iOS,1,4,1,6,8,54,3,13
U20608,45,Male,Professional,Android,4,5,3,8,6,57,2,3
U20609,50,Female,Business Owner,Android,3,7,10,8,8,13,5,10
U20610,49,Male,Professional,Android,9,4,2,7,2,6,3,4
U20611,27,Male,Freelancer,iOS,2,5,5,8,9,49,5,11
U20612,26,Other,Professional,iOS,7,7,8,9,8,12,1,6
U20613,38,Other,Professional,iOS,9,4,6,6,6,30,3,5
U20614,51,Other,Student,iOS,11,6,1,7,8,18,0,11
U20615,54,Male,Business Owner,Android,9,5,7,4,2,17,6,10
U20616,30,Female,Business Owner,iOS,8,1,7,5,4,6,6,12
U20617,49,Other,Student,Android,9,8,4,4,4,29,3,13
U20618,20,Female,Student,Android,5,0,9,8,4,25,3,8
U20619,59,Male,Freelancer,iOS,6,2,5,8,3,23,4,5
U20620,52,Female,Business Owner,iOS,7,6,2,4,8,58,2,7
U20621,38,Female,Freelancer,Android,10,1,3,4,3,48,5,10
U20622,51,Other,Freelancer,iOS,8,6,5,6,10,13,5,6
U20623,18,Male,Freelancer,Android,12,1,8,8,6,50,2,5
U20624,43,Other,Professional,Android,4,2,7,4,7,15,1,2
U20625,59,Female,Student,Android,3,4,9,8,8,51,4,10
U20626,29,Female,Student,iOS,1,6,10,8,3,11,3,3
U20627,58,Female,Student,iOS,10,1,10,6,4,26,5,3
U20628,33,Male,Professional,Android,12,3,7,7,6,14,2,6
U20629,41,Other,Student,iOS,2,8,9,8,6,40,2,3
U20630,21,Other,Professional,Android,3,6,8,4,7,11,4,14
U20631,35,Female,Business Owner,iOS,11,6,7,7,8,56,2,6
U20632,19,Other,Business Owner,Android,5,4,6,4,8,10,6,6
U20633,60,Other,Freelancer,Android,12,3,5,8,1,48,1,13
U20634,41,Female,Student,iOS,11,4,9,5,4,15,0,12
U20635,42,Female,Business Owner,Android,10,7,4,8,10,47,1,8
U20636,42,Male,Freelancer,iOS,8,8,6,4,10,59,4,8
U20637,57,Male,Student,iOS,6,4,3,8,6,10,4,8
U20638,39,Other,Professional,Android,7,6,7,5,7,43,1,8
U20639,47,Female,Business Owner,Android,9,2,10,9,6,9,3,11
U20640,54,Male,Business Owner,Android,5,6,7,6,7,28,5,11
U20641,20,Female,Professional,iOS,10,6,6,9,7,7,1,5
U20642,19,Other,Student,Android,7,6,3,9,10,27,5,14
U20643,25,Other,Business Owner,Android,3,7,4,4,2,40,6,2
U20644,28,Other,Business Owner,Android,12,2,8,4,5,28,4,14
U20645,35,Female,Student,iOS,9,2,5,6,7,5,5,12
U20646,52,Other,Student,iOS,2,4,2,9,1,28,6,14
U20647,29,Female,Student,iOS,10,7,5,8,3,58,1,13
U20648,39,Male,Professional,Android,2,4,4,7,6,45,1,5
U20649,41,Female,Professional,Android,2,6,7,8,8,25,2,6
U20650,35,Male,Business Owner,iOS,2,4,2,4,5,28,0,8
U20651,34,Female,Freelancer,iOS,5,6,4,7,6,37,3,6
U20652,29,Female,Professional,Android,5,1,1,8,4,41,5,10
U20653,51,Other,Student,iOS,2,6,8,8,5,42,3,4
U20654,43,Male,Student,iOS,7,4,5,6,4,35,1,6
U20655,47,Other,Business Owner,Android,3,6,6,6,10,42,1,4
U20656,55,Female,Professional,iOS,3,2,8,6,8,44,3,4
U20657,43,Male,Business Owner,Android,7,7,6,9,5,48,4,8
U20658,30,Female,Student,Android,10,5,9,8,2,47,1,12
U20659,26,Male,Professional,Android,9,1,4,4,5,31,5,14
U20660,40,Other,Business Owner,Android,4,3,2,5,6,5,2,6
U20661,57,Other,Professional,iOS,8,4,4,8,3,11,6,5
U20662,36,Other,Freelancer,iOS,2,6,8,6,6,20,4,8
U20663,29,Female,Student,iOS,10,6,1,5,8,40,3,13
U20664,58,Female,Professional,Android,5,2,8,6,7,12,3,3
U20665,33,Male,Business Owner,Android,9,5,2,8,5,18,4,4
U20666,58,Female,Student,iOS,9,5,7,4,8,24,1,6
U20667,26,Male,Professional,iOS,3,2,9,5,9,51,2,4
U20668,52,Other,Business Owner,iOS,6,3,1,5,9,48,2,11
U20669,54,Other,Professional,Android,4,3,10,8,5,44,2,9
U20670,35,Female,Freelancer,iOS,2,1,9,8,2,47,6,10
U20671,43,Male,Business Owner,iOS,2,6,1,7,4,12,2,8
U20672,32,Other,Professional,iOS,1,3,8,5,3,47,2,8
U20673,30,Other,Freelancer,Android,10,3,1,4,9,10,1,13
U20674,52,Female,Freelancer,iOS,11,3,5,8,10,18,1,12
U20675,54,Male,Student,Android,9,3,3,4,3,43,3,5
U20676,24,Male,Business Owner,Android,8,7,1,4,3,56,4,10
U20677,39,Other,Freelancer,iOS,10,6,8,8,6,5,6,9
U20678,43,Male,Professional,Android,4,2,2,9,7,38,3,8
U20679,28,Male,Student,iOS,9,6,1,5,8,5,2,6
U20680,34,Male,Professional,Android,4,5,10,6,6,7,0,13
U20681,23,Female,Student,Android,1,3,3,7,1,40,3,3
U20682,38,Female,Professional,iOS,3,3,1,6,8,28,0,5
U20683,29,Female,Professional,iOS,9,5,3,8,7,30,6,13
U20684,52,Female,Student,iOS,4,8,2,6,3,44,1,5
U20685,39,Male,Freelancer,Android,10,6,10,4,2,28,4,2
U20686,48,Male,Freelancer,Android,2,1,7,9,9,38,5,7
U20687,29,Other,Student,iOS,11,4,4,5,5,42,0,8
U20688,39,Other,Professional,iOS,10,4,8,5,7,55,3,3
U20689,42,Male,Professional,Android,3,8,10,5,8,58,3,10
U20690,28,Other,Freelancer,iOS,4,2,5,8,2,27,3,12
U20691,54,Female,Student,iOS,9,4,5,7,7,19,3,9
U20692,28,Male,Professional,Android,7,1,4,7,1,53,4,5
U20693,43,Female,Business Owner,Android,4,6,7,4,4,57,1,12
U20694,55,Male,Business Owner,iOS,7,1,9,5,2,34,2,14
U20695,32,Male,Student,iOS,5,6,9,8,10,23,6,6
U20696,32,Female,Professional,iOS,5,2,8,5,6,17,6,8
U20697,39,Female,Freelancer,iOS,7,6,1,4,6,49,6,6
U20698,51,Other,Freelancer,iOS,11,2,4,7,5,8,6,5
U20699,56,Other,Student,iOS,8,3,7,6,4,19,1,10
U20700,41,Other,Freelancer,Android,9,2,5,8,6,7,3,8
U20701,24,Other,Business Owner,Android,9,6,5,5,3,20,1,6
U20702,32,Male,Freelancer,Android,8,1,10,4,2,31,4,6
U20703,50,Other,Student,iOS,7,2,2,9,7,16,4,12
U20704,24,Male,Freelancer,Android,6,3,7,7,5,12,4,4
U20705,53,Female,Student,Android,10,0,3,5,10,8,6,9
U20706,43,Male,Freelancer,Android,9,4,6,6,4,6,4,10
U20707,41,Other,Freelancer,Android,2,5,10,9,3,42,4,2
U20708,41,Other,Freelancer,iOS,10,5,10,8,4,39,5,10
U20709,19,Other,Freelancer,Android,2,7,7,4,1,57,0,6
U20710,59,Other,Professional,iOS,10,5,8,7,7,54,0,4
U20711,49,Male,Business Owner,Android,10,1,6,6,1,34,6,7
U20712,51,Male,Business Owner,iOS,2,2,8,5,4,13,4,13
U20713,34,Male,Student,iOS,9,3,6,8,3,52,3,10
U20714,42,Male,Student,iOS,11,3,8,9,1,10,6,3
U20715,53,Male,Business Owner,Android,7,2,8,8,6,26,5,11
U20716,38,Male,Business Owner,iOS,11,1,9,8,8,15,5,8
U20717,19,Other,Business Owner,Android,7,3,4,5,9,40,2,4
U20718,57,Other,Professional,iOS,2,3,3,6,4,8,2,9
U20719,38,Other,Professional,iOS,5,2,2,5,10,49,1,13
U20720,49,Female,Student,Android,6,6,8,5,8,58,0,9
U20721,36,Male,Business Owner,Android,9,6,10,4,7,50,3,8
U20722,34,Female,Business Owner,Android,5,6,2,5,8,49,0,7
U20723,32,Male,Freelancer,Android,2,3,2,6,5,46,0,4
U20724,18,Male,Freelancer,Android,6,3,6,7,9,28,3,13
U20725,30,Female,Business Owner,Android,10,5,7,4,7,12,4,6
U20726,37,Female,Professional,Android,2,2,3,6,10,44,1,7
U20727,58,Male,Student,iOS,2,7,6,7,4,43,5,12
U20728,57,Other,Professional,Android,8,5,2,6,6,9,1,6
U20729,25,Male,Business Owner,iOS,9,1,2,8,2,30,3,6
U20730,50,Female,Student,Android,10,1,1,5,5,50,5,13
U20731,54,Male,Professional,Android,6,7,1,6,4,7,4,4
U20732,22,Female,Business Owner,iOS,3,6,9,9,4,56,2,8
U20733,25,Male,Student,Android,3,4,1,8,8,32,6,7
U20734,48,Female,Business Owner,Android,6,8,2,4,8,38,5,3
U20735,56,Other,Freelancer,Android,12,8,5,9,9,58,2,4
U20736,48,Female,Student,Android,12,1,1,7,6,36,6,12
U20737,28,Male,Professional,iOS,6,5,5,7,10,35,4,12
U20738,21,Female,Professional,Android,6,1,2,9,5,51,6,4
U20739,30,Female,Freelancer,Android,3,3,5,6,1,25,3,14
U20740,51,Female,Business Owner,iOS,10,1,2,8,3,30,2,7
U20741,39,Female,Professional,Android,2,7,8,5,3,17,1,8
U20742,55,Female,Freelancer,Android,3,2,7,4,5,15,0,9
U20743,33,Female,Business Owner,iOS,2,2,4,6,8,42,6,10
U20744,35,Male,Student,Android,4,4,9,6,10,30,6,12
U20745,20,Male,Student,Android,4,2,1,7,2,28,5,3
U20746,23,Male,Student,iOS,5,6,7,6,3,10,6,14
U20747,41,Male,Business Owner,Android,8,5,10,6,4,15,2,12
U20748,31,Female,Student,iOS,10,5,7,6,7,44,6,5
U20749,43,Female,Student,Android,2,6,5,5,9,54,6,6
U20750,37,Other,Business Owner,iOS,3,6,2,7,8,45,5,7
U20751,23,Male,Student,iOS,12,7,3,6,7,45,4,13
U20752,38,Female,Business Owner,iOS,2,2,5,4,7,52,1,9
U20753,36,Female,Freelancer,iOS,6,2,2,6,5,13,3,6
U20754,47,Other,Student,Android,6,2,8,5,4,40,3,8
U20755,24,Other,Business Owner,Android,7,6,8,4,2,12,5,7
U20756,38,Male,Business Owner,iOS,2,4,10,4,2,13,3,3
U20757,38,Female,Student,Android,9,4,2,7,9,17,3,3
U20758,30,Other,Freelancer,Android,8,6,10,9,4,38,4,13
U20759,24,Female,Business Owner,iOS,7,7,9,5,5,42,3,3
U20760,31,Female,Professional,iOS,9,3,6,6,2,5,1,12
U20761,29,Male,Student,Android,2,3,10,7,4,36,6,8
U20762,41,Male,Freelancer,iOS,8,5,4,5,1,53,2,14
U20763,57,Other,Business Owner,Android,1,5,5,5,6,28,0,6
U20764,31,Male,Student,Android,4,5,8,7,9,24,6,9
U20765,44,Female,Student,iOS,3,1,1,8,5,52,5,11
U20766,48,Male,Student,Android,8,5,4,8,8,42,2,6
U20767,51,Male,Freelancer,Android,9,1,8,8,6,8,3,10
U20768,24,Other,Business Owner,Android,11,2,8,8,1,24,4,13
U20769,33,Female,Freelancer,Android,11,8,9,6,7,37,0,8
U20770,45,Other,Business Owner,iOS,8,4,5,8,2,20,0,7
U20771,46,Female,Freelancer,Android,10,2,2,5,3,39,2,14
U20772,38,Other,Professional,iOS,2,3,9,8,9,5,4,5
U20773,20,Female,Student,iOS,6,2,7,5,3,35,0,5
U20774,19,Female,Freelancer,iOS,7,4,5,6,6,31,0,3
U20775,57,Male,Professional,iOS,3,2,4,4,3,27,3,12
U20776,35,Male,Student,iOS,10,4,2,8,8,57,0,4
U20777,27,Female,Student,Android,1,1,2,6,8,59,1,10
U20778,59,Female,Business Owner,Android,12,3,4,7,5,52,3,11
U20779,24,Female,Student,iOS,7,7,1,6,9,32,4,5
U20780,36,Male,Student,iOS,2,6,3,8,7,54,0,8
U20781,23,Female,Student,iOS,7,5,2,8,8,41,4,5
U20782,20,Male,Business Owner,iOS,6,4,2,6,10,60,4,9
U20783,40,Female,Freelancer,iOS,2,2,4,7,5,19,3,7
U20784,29,Other,Professional,Android,6,1,4,6,9,21,3,5
U20785,47,Male,Freelancer,iOS,8,4,1,7,5,13,0,8
U20786,42,Male,Professional,Android,8,6,7,8,10,23,0,8
U20787,57,Other,Business Owner,iOS,5,2,10,7,10,48,5,3
U20788,51,Male,Business Owner,iOS,2,2,9,7,5,7,2,6
U20789,25,Female,Professional,iOS,10,2,7,5,5,36,5,10
U20790,55,Female,Professional,Android,2,8,2,5,6,53,3,10
U20791,51,Male,Business Owner,Android,8,6,4,8,3,20,2,3
U20792,48,Female,Freelancer,Android,3,8,4,5,1,8,1,8
U20793,53,Female,Freelancer,iOS,5,1,6,6,1,37,5,12
U20794,21,Female,Freelancer,Android,1,3,6,4,4,17,2,5
U20795,56,Male,Student,iOS,8,3,1,6,8,50,3,11
U20796,26,Female,Professional,Android,11,6,9,8,8,46,2,11
U20797,48,Other,Professional,iOS,6,8,9,5,6,18,6,14
U20798,18,Female,Freelancer,Android,3,6,1,6,10,12,6,13
U20799,35,Other,Freelancer,iOS,7,4,4,4,9,59,1,8
U20800,41,Female,Freelancer,Android,6,1,8,9,9,17,6,10
U20801,26,Other,Business Owner,Android,3,1,2,6,5,35,2,13
U20802,33,Other,Student,Android,3,4,8,9,8,26,4,12
U20803,50,Female,Professional,iOS,9,4,3,6,7,26,2,12
U20804,51,Female,Freelancer,Android,2,6,9,9,3,57,5,10
U20805,53,Other,Business Owner,Android,3,8,7,8,7,12,5,14
U20806,40,Other,Business Owner,iOS,8,1,8,5,8,11,4,8
U20807,43,Male,Freelancer,iOS,4,2,3,7,6,41,6,11
U20808,28,Male,Freelancer,iOS,5,2,1,7,10,41,4,14
U20809,26,Female,Freelancer,iOS,4,2,2,8,10,30,2,11
U20810,39,Male,Business Owner,iOS,9,7,1,7,9,43,3,8
U20811,53,Female,Student,Android,5,5,10,8,8,21,6,8
U20812,45,Female,Professional,iOS,12,2,7,8,10,41,0,9
U20813,44,Male,Business Owner,Android,8,3,7,8,9,44,2,10
U20814,21,Female,Professional,Android,3,4,3,9,10,50,5,12
U20815,38,Female,Business Owner,Android,3,1,10,5,4,18,3,5
U20816,55,Other,Business Owner,Android,4,3,8,7,1,59,4,7
U20817,50,Female,Professional,iOS,11,3,2,6,6,39,0,12
U20818,44,Female,Student,iOS,12,7,2,6,1,29,0,7
U20819,46,Other,Freelancer,Android,3,6,5,6,8,39,2,6
U20820,52,Male,Business Owner,Android,8,4,6,7,4,8,2,12
U20821,46,Other,Student,iOS,11,3,9,7,7,51,2,5
U20822,35,Female,Freelancer,Android,11,3,5,8,6,33,1,9
U20823,37,Male,Professional,iOS,9,5,1,5,7,49,0,5
U20824,28,Female,Business Owner,iOS,5,7,10,7,4,5,4,10
U20825,26,Male,Business Owner,iOS,8,2,4,5,8,26,2,10
U20826,49,Other,Business Owner,Android,2,2,6,5,6,8,4,2
U20827,39,Male,Student,iOS,11,6,8,6,10,45,1,11
U20828,50,Other,Student,iOS,4,6,3,4,7,50,1,4
U20829,39,Female,Professional,Android,6,1,8,4,8,30,4,14
U20830,60,Male,Business Owner,Android,11,8,5,8,10,34,3,10
U20831,35,Female,Student,Android,11,3,10,8,2,39,2,12
U20832,52,Other,Business Owner,iOS,11,6,1,7,8,33,0,10
U20833,58,Male,Student,iOS,6,7,2,6,10,10,5,3
U20834,39,Other,Professional,Android,4,6,1,4,9,16,6,3
U20835,55,Female,Student,iOS,9,2,8,7,8,16,3,13
U20836,45,Male,Business Owner,iOS,11,1,10,7,9,42,4,5
U20837,41,Female,Student,iOS,5,7,8,7,5,46,1,5
U20838,38,Male,Professional,iOS,5,2,3,8,2,16,2,7
U20839,57,Other,Student,iOS,10,4,4,8,9,6,5,5
U20840,36,Male,Student,iOS,1,2,4,9,7,36,0,5
U20841,29,Other,Business Owner,Android,10,2,4,6,2,47,6,6
U20842,50,Other,Freelancer,iOS,4,2,5,6,7,35,0,8
U20843,26,Female,Freelancer,Android,2,5,1,8,4,50,4,9
U20844,37,Other,Business Owner,Android,1,7,2,8,6,54,1,2
U20845,57,Other,Business Owner,iOS,8,2,1,9,9,22,4,6
U20846,25,Female,Freelancer,iOS,4,5,4,8,1,21,2,9
U20847,23,Female,Business Owner,Android,7,7,10,4,7,59,4,12
U20848,45,Male,Professional,iOS,10,3,9,9,5,11,5,4
U20849,39,Male,Student,Android,7,4,3,5,3,57,5,4
U20850,19,Male,Student,Android,3,2,1,7,7,13,0,13
U20851,26,Female,Business Owner,iOS,3,2,9,7,4,33,0,13
U20852,18,Male,Student,Android,11,7,6,8,6,48,2,12
U20853,20,Male,Professional,iOS,9,6,9,7,10,10,1,11
U20854,20,Male,Student,iOS,3,2,10,7,10,49,6,3
U20855,27,Female,Student,Android,4,7,10,7,4,14,0,13
U20856,37,Other,Professional,iOS,5,7,6,4,10,55,2,8
U20857,41,Other,Professional,Android,8,3,9,6,1,41,1,10
U20858,58,Other,Professional,iOS,4,7,3,9,10,58,3,4
U20859,32,Male,Freelancer,iOS,5,2,9,4,9,50,6,12
U20860,55,Male,Student,Android,7,4,8,8,8,28,1,11
U20861,59,Female,Professional,Android,9,2,4,8,8,60,6,12
U20862,32,Female,Freelancer,iOS,2,2,4,5,2,25,5,14
U20863,22,Male,Freelancer,Android,10,6,8,4,4,45,4,10
U20864,33,Other,Business Owner,iOS,9,3,3,7,1,11,4,2
U20865,26,Female,Student,Android,2,5,9,5,6,33,6,14
U20866,59,Female,Student,iOS,7,6,5,6,1,60,1,10
U20867,25,Other,Professional,iOS,4,3,2,6,4,18,6,12
U20868,38,Male,Professional,iOS,11,6,5,6,4,52,4,13
U20869,38,Other,Freelancer,Android,3,5,8,8,1,40,5,3
U20870,22,Other,Freelancer,Android,8,5,7,8,2,54,0,13
U20871,31,Other,Professional,iOS,9,6,3,8,10,24,4,9
U20872,18,Male,Business Owner,iOS,5,5,6,8,1,48,6,11
U20873,38,Other,Student,iOS,7,1,5,8,5,45,5,7
U20874,39,Male,Student,Android,2,7,1,5,9,45,1,5
U20875,48,Other,Business Owner,Android,8,5,9,8,1,52,3,13
U20876,20,Male,Business Owner,Android,3,3,7,4,3,28,4,10
U20877,51,Female,Business Owner,iOS,12,3,6,6,10,22,2,13
U20878,31,Male,Business Owner,Android,10,6,5,9,5,27,0,14
U20879,58,Other,Freelancer,Android,2,5,6,8,3,48,4,2
U20880,58,Male,Business Owner,iOS,4,6,5,8,6,53,3,2
U20881,45,Female,Business Owner,Android,10,1,4,7,7,27,0,6
U20882,53,Male,Student,Android,11,2,1,8,7,18,0,5
U20883,29,Male,Freelancer,Android,9,1,2,9,4,12,0,12
U20884,24,Other,Business Owner,Android,12,8,6,8,6,8,0,11
U20885,36,Other,Student,iOS,1,5,6,7,2,35,5,14
U20886,37,Other,Professional,iOS,4,8,2,6,7,36,5,12
U20887,36,Male,Freelancer,iOS,10,1,7,8,6,20,0,7
U20888,51,Other,Student,iOS,4,0,8,7,2,53,0,8
U20889,51,Male,Professional,Android,6,4,5,8,1,47,5,5
U20890,57,Female,Business Owner,iOS,11,2,10,8,9,50,0,10
U20891,42,Male,Student,Android,6,2,3,8,8,25,1,4
U20892,42,Female,Student,iOS,10,3,3,6,10,9,0,4
U20893,55,Other,Student,iOS,12,5,5,5,8,38,5,3
U20894,57,Male,Student,iOS,9,1,4,6,10,55,5,6
U20895,49,Male,Student,iOS,7,7,1,6,2,10,0,6
U20896,27,Other,Business Owner,Android,11,4,8,9,4,38,6,8
U20897,49,Female,Freelancer,iOS,5,2,5,8,6,29,4,12
U20898,32,Female,Professional,iOS,8,6,6,8,5,44,6,11
U20899,45,Female,Business Owner,Android,7,6,1,6,1,56,2,3
U20900,46,Other,Business Owner,Android,9,4,2,7,3,54,6,2
U20901,58,Male,Freelancer,Android,4,7,7,6,9,8,2,10
U20902,46,Male,Freelancer,Android,11,2,2,8,1,23,0,12
U20903,36,Other,Business Owner,iOS,11,4,3,5,8,44,5,7
U20904,59,Other,Professional,iOS,2,5,5,7,7,45,0,11
U20905,44,Male,Freelancer,Android,7,2,10,5,6,34,2,8
U20906,27,Other,Student,iOS,9,2,7,6,8,6,0,9
U20907,18,Female,Business Owner,iOS,11,4,10,5,7,45,5,9
U20908,26,Other,Student,Android,7,4,3,5,9,50,0,6
U20909,41,Other,Business Owner,Android,6,6,7,6,6,17,4,8
U20910,50,Male,Professional,iOS,10,7,7,5,8,29,3,11
U20911,28,Male,Professional,Android,9,8,1,5,2,48,1,8
U20912,41,Other,Professional,iOS,5,2,4,5,6,8,0,9
U20913,36,Other,Business Owner,iOS,5,6,1,7,6,13,2,8
